O*NET-SOC Code,Title,Description,TopSkills,SkillImportance,SoftwareTools,HotTechFlags
53-2012.00,Commercial Pilots,"Pilot and navigate the flight of fixed-wing aircraft on nonscheduled air carrier routes, or helicopters. Requires Commercial Pilot certificate. Includes charter pilots with similar certification, and air ambulance and air tour pilots. Excludes regional, national, and international airline pilots.",Monitoring|Critical Thinking|Active Listening|Reading Comprehension|Speaking|Active Learning|Learning Strategies|Writing|Mathematics|Science,4.12|4.0|3.88|3.75|3.75|3.62|3.12|3.0|2.75|2.62,doXstor Flight Level Logbook|Nimblefeet Technologies Captain's Keeper|FLIR Thermal Studio Suite|ArduPilot Mission Planner|LP360|CloudCompare|Aeronautical charts|Adobe Creative Cloud software|RMS Technology Flitesoft|Pix4D Pix4Dmapper|Navzilla|Polaris Microsystems CharterLog|Litchi|UgCS|Electronic aircraft information databases,Y|N|N|N|N|N|N|N|N|N|N|N|N|N|N
53-2021.00,Air Traffic Controllers,"Control air traffic on and within vicinity of airport, and movement of air traffic between altitude sectors and control centers, according to established procedures and policies. Authorize, regulate, and control commercial airline flights according to government or company regulations to expedite and ensure flight safety.",Active Listening|Speaking|Critical Thinking|Monitoring|Reading Comprehension|Active Learning|Writing|Learning Strategies|Mathematics|Science,4.38|4.25|4.12|4.0|3.75|3.75|3.12|3.12|2.88|1.75,Adobe Acrobat|Microsoft Word|Really Simple Syndication RSS|Advanced technologies and oceanic procedures ATOP|Center TRACON automation systems CTAS|SAP software|Final approach spacing tool FAST|Microsoft Access|En route descent advisor EDA|Expedite departure path EDP software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Flight simulation software|Automated radar terminal systems ARTS,Y|N|N|N|N|N|N|N|N|Y|Y|Y|Y|Y|Y
53-2022.00,Airfield Operations Specialists,"Ensure the safe takeoff and landing of commercial and military aircraft. Duties include coordination between air-traffic control and maintenance personnel, dispatching, using airfield landing and navigational aids, implementing airfield safety procedures, monitoring and maintaining flight records, and applying knowledge of weather information.",Active Listening|Monitoring|Reading Comprehension|Speaking|Critical Thinking|Writing|Active Learning|Learning Strategies|Mathematics|Science,4.0|4.0|3.75|3.75|3.75|3.38|3.25|3.0|2.12|1.62,Oracle Database|Decision Support Technologies Propworks|Intuit QuickBooks|Microsoft Word|Adobe Photoshop|SAP software|Internet Protocol Television Systems|Microsoft Access|TRMI Airport AVI|Microsoft Excel|Microsoft Office software|Apache HTTP Server|Operations scheduling software|Microsoft Outlook|Extensible markup language XML,Y|N|N|N|Y|N|N|N|Y|Y|Y|Y|Y|Y|Y
53-2031.00,Flight Attendants,"Monitor safety of the aircraft cabin. Provide services to airline passengers, explain safety information, serve food and beverages, and respond to emergency incidents.",Speaking|Active Listening|Monitoring|Reading Comprehension|Critical Thinking|Active Learning|Writing|Learning Strategies|Mathematics|Science,4.12|3.88|3.88|3.12|3.12|3.12|3.0|2.75|2.0|1.38,ValtamTech Flight Crew Log|Microsoft Outlook|Arkitektia Flight Itinerary|IBM Lotus LearningSpace|Microsoft Excel|Microsoft Office software|Microsoft Windows|Microsoft Word|SBS International Maestro Suite|AD OPT Altitude|Microsoft PowerPoint|Bid Assistant,N|N|N|N|Y|Y|Y|Y|Y|Y|N|N
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Drive ambulance or assist ambulance driver in transporting sick, injured, or convalescent persons. Assist in lifting patients.",Active Listening|Critical Thinking|Speaking|Reading Comprehension|Active Learning|Monitoring|Writing|Learning Strategies|Mathematics|Science,3.5|3.5|3.38|3.25|3.12|3.0|2.75|2.5|2.0|1.62,Mapping software|Microsoft Excel|Microsoft Office software|Computer aided dispatch software|Microsoft Word|Microsoft Outlook,N|N|Y|Y|Y|Y
53-3031.00,Driver/Sales Workers,"Drive truck or other vehicle over established routes or within an established territory and sell or deliver goods, such as food products, including restaurant take-out items, or pick up or deliver items such as commercial laundry. May also take orders, collect payment, or stock merchandise at point of delivery.",Active Listening|Speaking|Critical Thinking|Reading Comprehension|Monitoring|Writing|Active Learning|Mathematics|Learning Strategies|Science,3.75|3.62|3.12|3.0|2.88|2.75|2.75|2.62|2.0|1.0,bMobile Technology Route Manager|bMobile Technology Sales|MobiTech Systems Route Sales Trakker|Route planning software|Computer Directions Route Sales Tracker|GEOCOMtms A.Maze Planning|IBM Domino|Regulussoft Route Accounting|Microsoft Excel|Microsoft Office software|Soft Essentials Vending Essentials,N|N|N|N|N|Y|Y|N|N|N|N
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,"Drive a tractor-trailer combination or a truck with a capacity of at least 26,001 pounds Gross Vehicle Weight (GVW). May be required to unload truck. Requires commercial drivers' license. Includes tow truck drivers.",Monitoring|Reading Comprehension|Speaking|Critical Thinking|Active Listening|Writing|Active Learning|Mathematics|Learning Strategies|Science,3.12|3.0|3.0|3.0|2.88|2.75|2.5|2.0|2.0|1.0,Fog Line Software Truckn Pro|Omnitracs Performance Monitoring|YouTube|3M Post-it App|Microsoft Word|Computerized inventory tracking software|Eko|TruckersHelper|SAP software|PeopleNet|MarcoSoft Quo Vadis|ALK Technologies PC*Miler|Inventory tracking software|Microsoft Excel|Microsoft Office software,N|N|N|N|N|N|N|N|N|N|Y|Y|Y|Y|Y
53-3033.00,Light Truck Drivers,"Drive a light vehicle, such as a truck or van, with a capacity of less than 26,001 pounds Gross Vehicle Weight (GVW), primarily to pick up merchandise or packages from a distribution center and deliver. May load and unload vehicle.",Reading Comprehension|Active Listening|Speaking|Monitoring|Critical Thinking|Writing|Mathematics|Active Learning|Learning Strategies|Science,3.12|3.12|3.12|3.12|3.0|2.75|2.25|2.12|2.0|1.12,Recordkeeping software|Package location and tracking software|Computerized inventory tracking software|Automatic routing software|Eko|FreightDATA|IBM Domino|Microsoft Excel|Microsoft Office software|Microsoft Windows|Inventory management systems|Vehicle location and tracking software|Microsoft Outlook,N|N|N|N|N|N|Y|Y|Y|Y|N|N|N
53-3051.00,"Bus Drivers, School",Drive a school bus to transport students. Ensure adherence to safety rules. May assist students in boarding or exiting.,Active Listening|Critical Thinking|Monitoring|Speaking|Reading Comprehension|Writing|Active Learning|Learning Strategies|Mathematics|Science,3.38|3.38|3.38|3.12|3.0|2.62|2.5|2.38|1.75|1.0,Microsoft Windows|Web browser software|AOL MapQuest,N|Y|N
53-3052.00,"Bus Drivers, Transit and Intercity","Drive bus or motor coach, including regular route operations, charters, and private carriage. May assist passengers with baggage. May collect fares or tickets.",Active Listening|Critical Thinking|Speaking|Monitoring|Reading Comprehension|Active Learning|Writing|Learning Strategies|Mathematics|Science,3.12|3.12|3.0|3.0|2.75|2.62|2.5|2.12|2.0|1.0,Microsoft MapPoint|Web browser software|Microsoft Windows|AOL MapQuest,N|N|Y|N
53-3053.00,Shuttle Drivers and Chauffeurs,Drive a motor vehicle to transport passengers on a planned or scheduled basis. May collect a fare. Includes nonemergency medical transporters and hearse drivers.,Active Listening|Critical Thinking|Monitoring|Speaking|Reading Comprehension|Active Learning|Writing|Learning Strategies|Mathematics|Science,3.38|3.25|3.25|3.12|2.88|2.62|2.5|2.25|1.88|1.0,TSS Wireless Fleet Management Suite|Penchant Software dispatchOffice|Web browser software|Digital Dispatch|Mobile Knowledge Cabmate|PC Dispatch|TranWare Enterprise Suite|Global positioning system GPS software|EventHelix WebTaxi|AOL MapQuest|Facebook|Microsoft Excel|Microsoft Office software|Microsoft Windows|Piccolo Software PiccoloTaxi,N|N|N|N|N|Y|N|N|Y|Y|Y|N|N|N|N
53-3054.00,Taxi Drivers,"Drive a motor vehicle to transport passengers on an unplanned basis and charge a fare, usually based on a meter.",,,TSS Wireless Fleet Management Suite|Penchant Software dispatchOffice|Digital Dispatch|Mobile Knowledge Cabmate|PC Dispatch|TranWare Enterprise Suite|Piccolo Software PiccoloTaxi|Facebook|EventHelix WebTaxi|Microsoft Excel|Microsoft Office software|Microsoft Windows|Actsoft Comet Tracker|GPC Autocab|Easy Dispatch,N|N|N|N|Y|N|Y|Y|Y|N|N|N|N|N|N
53-3099.00,"Motor Vehicle Operators, All Other",All motor vehicle operators not listed separately.,,,,
53-4011.00,Locomotive Engineers,"Drive electric, diesel-electric, steam, or gas-turbine-electric locomotives to transport passengers or freight. Interpret train orders, electronic or manual signals, and railroad rules and regulations.",Monitoring|Critical Thinking|Active Listening|Speaking|Reading Comprehension|Active Learning|Writing|Learning Strategies|Mathematics|Science,3.88|3.62|3.5|3.38|3.12|3.0|2.88|2.62|2.5|1.12,Time tracking software|Route mapping software|Electronic train management systems ETMS|Microsoft Excel|Microsoft Word,N|Y|Y|N|N
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers","Drive switching or other locomotive or dinkey engines within railroad yard, industrial plant, quarry, construction project, or similar location.",Monitoring|Speaking|Active Listening|Critical Thinking|Reading Comprehension|Active Learning|Writing|Learning Strategies|Mathematics|Science,3.62|3.5|3.38|3.25|3.12|3.0|2.88|2.75|2.38|1.5,Positive train control PTC systems|Web browser software|Softrail AEI Automatic Yard Tracking System|Railcar inspection management software|Railyard inventory software|Softrail AEI Rail & Road Manager|RailComm DocYard|Railyard management software RMS,N|N|N|N|N|N|N|N
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Operate or monitor railroad track switches or locomotive instruments. May couple or uncouple rolling stock to make up or break up trains. Watch for and relay traffic signals. May inspect couplings, air hoses, journal boxes, and hand brakes. May watch for dragging equipment or obstacles on rights-of-way.",Monitoring|Active Listening|Speaking|Critical Thinking|Reading Comprehension|Writing|Active Learning|Learning Strategies|Mathematics|Science,3.38|3.0|3.0|3.0|2.88|2.38|2.38|2.25|1.75|1.0,Time tracking software|Route mapping software|Google Android|Electronic train management systems ETMS|Microsoft Excel|Microsoft Office software|Electronic train management system software|Microsoft Outlook,N|N|Y|Y|Y|Y|N|N
53-4031.00,Railroad Conductors and Yardmasters,"Coordinate activities of switch-engine crew within railroad yard, industrial plant, or similar location. Conductors coordinate activities of train crew on passenger or freight trains. Yardmasters review train schedules and switching orders and coordinate activities of workers engaged in railroad traffic operations, such as the makeup or breakup of trains and yard switching.",Speaking|Monitoring|Critical Thinking|Active Listening|Reading Comprehension|Writing|Active Learning|Learning Strategies|Mathematics|Science,3.75|3.75|3.62|3.5|3.12|3.0|3.0|2.75|2.25|1.5,Positive train control PTC systems|SAIC government services and IT support software|Freight reservation software|Automated equipment identification AEI software|Inventory tracking software|Microsoft Excel|Microsoft Office software|Softrail AEI Automatic Yard Tracking System|Microsoft Word|RailComm DocYard|Softrail AEI Rail & Road Manager|Bourque Data Systems YardMaster|Microsoft PowerPoint|Microsoft Outlook,N|N|N|N|Y|Y|Y|Y|Y|N|N|N|N|N
53-4041.00,Subway and Streetcar Operators,"Operate subway or elevated suburban trains with no separate locomotive, or electric-powered streetcar, to transport passengers. May handle fares.",Active Listening|Speaking|Monitoring|Reading Comprehension|Critical Thinking|Active Learning|Writing|Learning Strategies|Mathematics|Science,3.62|3.38|3.25|3.12|3.0|3.0|2.75|2.62|2.38|1.0,Microsoft Office software,Y
53-4099.00,"Rail Transportation Workers, All Other",All rail transportation workers not listed separately.,,,,
53-5011.00,Sailors and Marine Oilers,"Stand watch to look for obstructions in path of vessel, measure water depth, turn wheel on bridge, or use emergency equipment as directed by captain, mate, or pilot. Break out, rig, overhaul, and store cargo-handling gear, stationary rigging, and running gear. Perform a variety of maintenance tasks to preserve the painted surface of the ship and to maintain line and ship equipment. Must hold government-issued certification and tankerman certification when working aboard liquid-carrying vessels. Includes able seamen and ordinary seamen.",Monitoring|Reading Comprehension|Active Listening|Speaking|Critical Thinking|Active Learning|Writing|Learning Strategies|Mathematics|Science,3.5|3.0|3.0|3.0|3.0|3.0|2.5|2.38|2.25|1.62,KNMI TurboWin|Kongsberg Maritime K-Log Deck Logbook|Computerized maintenance management system CMMS|Log book software|Microsoft Excel|Microsoft Office software|Microsoft Windows|Microsoft Word|Microsoft PowerPoint|Microsoft Outlook,N|N|N|N|Y|Y|Y|Y|Y|Y
53-5021.00,"Captains, Mates, and Pilots of Water Vessels","Command or supervise operations of ships and water vessels, such as tugboats and ferryboats. Required to hold license issued by U.S. Coast Guard.",Speaking|Monitoring|Active Listening|Critical Thinking|Reading Comprehension|Writing|Active Learning|Learning Strategies|Mathematics|Science,3.5|3.5|3.38|3.38|3.25|3.12|3.12|2.88|2.38|1.88,KNMI TurboWin|SHIPNEXT|FURUNO navigational chart software|Computerized maintenance management system CMMS|Log book software|Autodesk Revit|Navigational chart software|Microsoft Outlook|Maptech The CAPN|Microsoft Office Outlook|Microsoft Excel|Jeppesen Marine Nobeltec Admiral|JRC navigation software|Microsoft Office software|Apple macOS,Y|Y|N|N|N|N|N|N|N|N|Y|N|Y|Y|Y
53-5022.00,Motorboat Operators,Operate small motor-driven boats. May assist in navigational activities.,Speaking|Monitoring|Active Listening|Critical Thinking|Reading Comprehension|Active Learning|Writing|Learning Strategies|Mathematics|Science,3.38|3.38|3.12|3.12|2.88|2.75|2.5|2.38|2.25|1.5,Web browser software|Global positioning system GPS software|Autopilot software|Cartography software|Roam Devices Roam Marine Monitor Hub|Echo sounder software|Radar software|SEA.AI Offshore ONE,N|N|N|N|N|N|N|N
53-5031.00,Ship Engineers,"Supervise and coordinate activities of crew engaged in operating and maintaining engines, boilers, deck machinery, and electrical, sanitary, and refrigeration equipment aboard ship.",Critical Thinking|Active Listening|Monitoring|Speaking|Active Learning|Reading Comprehension|Writing|Learning Strategies|Mathematics|Science,3.88|3.62|3.62|3.5|3.25|3.12|3.0|2.75|2.38|1.88,Oracle Database|Marine Software Marine Safety Manager|Microsoft Word|Kongsberg Maritime K-LOG Electronic Logbooks|Salesforce software|SAP software|Electronic data interchange EDI software|Marine Software Marine Planned Maintenance|Damen DAMOS|Wonderware software|Microsoft Access|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Computerized maintenance management system CMMS,Y|N|N|N|N|N|N|N|Y|Y|Y|Y|Y|Y|Y
